date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:26:42	4684/4684	---M--	200	added ('OK')	image/png	etag:%22124c-62de079bdf552%22	https://www.elanlimited.com/elan-emperor/images/consultants/CD+M.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/consultants/CD+M.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:42	4291/4291	---M--	200	added ('OK')	image/png	etag:%2210c3-62de079c0a4d3%22	https://www.elanlimited.com/elan-emperor/images/consultants/HBA.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/consultants/HBA.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:42	4244/4244	---M--	200	added ('OK')	image/png	etag:%221094-62de079c1dd54%22	https://www.elanlimited.com/elan-emperor/images/consultants/LEIGHTON.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/consultants/LEIGHTON.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:43	4435/4435	---M--	200	added ('OK')	image/png	etag:%221153-62de079c7a9b7%22	https://www.elanlimited.com/elan-emperor/images/consultants/UHA.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/consultants/UHA.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:43	4616/4616	---M--	200	added ('OK')	image/png	etag:%221208-62de079c3b215%22	https://www.elanlimited.com/elan-emperor/images/consultants/MERO.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/consultants/MERO.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:43	4651/4651	---M--	200	added ('OK')	image/png	etag:%22122b-62de079c680d7%22	https://www.elanlimited.com/elan-emperor/images/consultants/TT.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/consultants/TT.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:44	4537/4537	---M--	200	added ('OK')	image/png	etag:%2211b9-62de079befef3%22	https://www.elanlimited.com/elan-emperor/images/consultants/DSA.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/consultants/DSA.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:44	1907/1907	---M--	200	added ('OK')	image/png	etag:%22773-62de07ab7a7e4%22	https://www.elanlimited.com/assets/images/social-icons/fb.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/assets/images/social-icons/fb.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:45	3537/3537	---M--	200	added ('OK')	image/png	etag:%22dd1-62de07aba76a6%22	https://www.elanlimited.com/assets/images/social-icons/insta.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/assets/images/social-icons/insta.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:45	1921/1921	---M--	200	added ('OK')	image/png	etag:%22781-62de07aba5766%22	https://www.elanlimited.com/assets/images/social-icons/linkedin.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/assets/images/social-icons/linkedin.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:45	3372/3372	---M--	200	added ('OK')	image/png	etag:%22d2c-62de07abd83e8%22	https://www.elanlimited.com/assets/images/social-icons/x.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/assets/images/social-icons/x.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:46	1722/1722	---M--	200	added ('OK')	image/png	etag:%226ba-62de07abd83e8%22	https://www.elanlimited.com/assets/images/social-icons/youtube.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/assets/images/social-icons/youtube.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:46	4778/4778	---M--	200	added ('OK')	image/png	etag:%2212aa-62de078b30c75%22	https://www.elanlimited.com/assets/images/elan-footer-logo.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/assets/images/elan-footer-logo.png	(from https://www.elanlimited.com/elan-emperor/)
11:26:46	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/Users/HP/Desktop/Landing_page/elan_landign_final/code.jquery.com/jquery-3.6.0.min.js	(from https://www.elanlimited.com/elan-emperor/)
11:26:47	14239/14239	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2017%20Sep%202025%2018:38:18%20GMT	https://unpkg.com/aos@2.3.1/dist/aos.js	C:/Users/HP/Desktop/Landing_page/elan_landign_final/unpkg.com/aos@2.3.1/dist/aos.js	(from https://www.elanlimited.com/elan-emperor/)
11:26:47	48944/48944	---M--	200	added ('OK')	text/javascript	etag:%22bf30-62de0785f3f28%22	https://www.elanlimited.com/elan-emperor/js/bootstrap.min.js	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/js/bootstrap.min.js	(from https://www.elanlimited.com/elan-emperor/)
11:26:48	139569/139569	---M--	200	added ('OK')	text/javascript	etag:%2222131-62de07869beae%22	https://www.elanlimited.com/elan-emperor/js/swiper-bundle.min.js	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/js/swiper-bundle.min.js	(from https://www.elanlimited.com/elan-emperor/)
11:26:48	1525/1525	---M--	200	added ('OK')	text/javascript	etag:%225f5-62de078615269%22	https://www.elanlimited.com/elan-emperor/js/extranal.js	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/js/extranal.js	(from https://www.elanlimited.com/elan-emperor/)
11:26:49	266/266	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2005:56:48%20GMT	https://www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.273e6e.delayed	(from https://www.elanlimited.com/elan-emperor/css/font-awesome.css)
11:26:49	266/266	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2005:56:49%20GMT	https://www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.eot?	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.28d41d.delayed	(from https://www.elanlimited.com/elan-emperor/css/font-awesome.css)
11:26:49	266/266	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2005:56:49%20GMT	https://www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.293e6e.delayed	(from https://www.elanlimited.com/elan-emperor/css/font-awesome.css)
11:26:50	266/266	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2005:56:49%20GMT	https://www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.2a3e6e.delayed	(from https://www.elanlimited.com/elan-emperor/css/font-awesome.css)
11:26:50	266/266	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2005:56:50%20GMT	https://www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.2b3e6e.delayed	(from https://www.elanlimited.com/elan-emperor/css/font-awesome.css)
11:26:51	266/266	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2005:56:50%20GMT	https://www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/fonts/fontawesome-webfont.2c3e6e.delayed	(from https://www.elanlimited.com/elan-emperor/css/font-awesome.css)
11:26:51	266/266	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2005:56:51%20GMT	https://www.elanlimited.com/elan-emperor/fonts/baskerville-bt-roman-webfont.woff2	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/fonts/baskerville-bt-roman-webfont.2d.delayed	(from https://www.elanlimited.com/elan-emperor/css/style.css)
11:26:52	266/266	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2005:56:51%20GMT	https://www.elanlimited.com/elan-emperor/fonts/baskerville-bt-roman-webfont.woff	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/fonts/baskerville-bt-roman-webfont.2e.delayed	(from https://www.elanlimited.com/elan-emperor/css/style.css)
11:26:52	22340/22340	---M--	200	added ('OK')	font/woff2	etag:%225744-62de078111eff%22	https://www.elanlimited.com/elan-emperor/fonts/rivieranights-regular-webfont.woff2	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/fonts/rivieranights-regular-webfont.woff2	(from https://www.elanlimited.com/elan-emperor/css/style.css)
11:26:52	29452/29452	---M--	200	added ('OK')	font/woff	etag:%22730c-62de0780f697e%22	https://www.elanlimited.com/elan-emperor/fonts/rivieranights-regular-webfont.woff	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/fonts/rivieranights-regular-webfont.woff	(from https://www.elanlimited.com/elan-emperor/css/style.css)
11:26:53	861706/861706	---M--	200	added ('OK')	image/jpeg	etag:%22d260a-62de0783e7876%22	https://www.elanlimited.com/elan-emperor/images/lines.jpg	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/lines.jpg	(from https://www.elanlimited.com/elan-emperor/css/style.css)
11:26:53	46235/46235	---M--	200	added ('OK')	image/png	etag:%2214129783bf2746b878fd4961012cca07%22	https://dbvnjwonpkz4b.cloudfront.net/Images/bg_middle.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/dbvnjwonpkz4b.cloudfront.net/Images/bg_middle.png	(from https://www.elanlimited.com/elan-emperor/css/style.css)
11:26:54	95545/95545	---M--	200	added ('OK')	image/png	etag:%224bab8fa3303e0bfc0027444235a9e315%22	https://dbvnjwonpkz4b.cloudfront.net/Images/bg_bottom.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/dbvnjwonpkz4b.cloudfront.net/Images/bg_bottom.png	(from https://www.elanlimited.com/elan-emperor/css/style.css)
11:26:54	704838/704838	---M--	200	added ('OK')	image/png	etag:%22ac146-62de07829796b%22	https://www.elanlimited.com/elan-emperor/images/elan-emperor-tower.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/elan-emperor-tower.png	(from https://www.elanlimited.com/elan-emperor/css/style.css)
11:26:54	952/952	---M--	200	added ('OK')	image/png	etag:%223b8-62de07812c4df%22	https://www.elanlimited.com/elan-emperor/images/accordion-minus.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/accordion-minus.png	(from https://www.elanlimited.com/elan-emperor/css/style.css)
11:26:55	958/958	---M--	200	added ('OK')	image/png	etag:%223be-62de078145b20%22	https://www.elanlimited.com/elan-emperor/images/accordion-plus.png	C:/Users/HP/Desktop/Landing_page/elan_landign_final/www.elanlimited.com/elan-emperor/images/accordion-plus.png	(from https://www.elanlimited.com/elan-emperor/css/style.css)
